Date,KO
2010-01-05,-0.01217036388028836
2010-01-06,-0.0003554012014550523
2010-01-07,-0.0024881087885963993
2010-01-08,-0.018682156336466083
2010-01-11,0.0201045312335566
2010-01-12,0.010782102784311576
2010-01-13,0.002634136365250228
2010-01-14,0.0017518773922367004
2010-01-15,-0.01481278290260546
2010-01-19,0.0023065404336275463
2010-01-20,-0.016440084171482017
2010-01-21,-0.020570495237047126
2010-01-22,-0.0023944212288835587
2010-01-25,0.002026537295292563
2010-01-26,-0.003871148552133441
2010-01-27,0.0068107832755490705
2010-01-28,-0.006072646373501911
2010-01-29,0.001291327536607323
2010-02-01,0.002393517041952453
2010-02-02,0.01224539451914719
2010-02-03,-0.003275270031493971
2010-02-04,-0.026594490984333863
2010-02-05,-0.006383452054308236
2010-02-08,-0.008322239349505711
2010-02-09,0.02550282035914231
2010-02-10,-0.004081497728481764
2010-02-11,0.007962294282423343
2010-02-12,-0.00443664370016883
2010-02-16,0.015441231138796141
2010-02-17,0.009260406001603716
2010-02-18,0.01042840011840207
2010-02-19,-0.0034041882895157194
2010-02-22,-0.006120976646683207
2010-02-23,-0.00998051442336445
2010-02-24,0.005999729990308733
2010-02-25,-0.037683895739393236
2010-02-26,-0.007558992953704546
2010-03-01,0.010378845793543423
2010-03-02,0.0005630176336688386
2010-03-03,0.011750381986447955
2010-03-04,0.009963314094640907
2010-03-05,0.004213635196937293
2010-03-08,-0.004397741685757683
2010-03-09,-0.005154412106910478
2010-03-10,0.0003696177072729512
2010-03-11,-0.002981003923013592
2010-03-12,-0.004675346177307915
2010-03-15,0.005607821292102688
2010-03-16,0.0009313743180450196
2010-03-17,0.0026037519333015346
2010-03-18,0.0020408451161078034
2010-03-19,0.0147195895418899
2010-03-22,-0.0038425215250699196
2010-03-23,0.013838178781623078
2010-03-24,-0.012372825988753888
2010-03-25,0.003290066790512469
2010-03-26,-0.0027406279781785337
2010-03-29,0.002193148449058935
2010-03-30,0.0018237294781831004
2010-03-31,0.0023672578204605443
2010-04-01,0.005439251428717373
2010-04-05,-0.007988130548596484
2010-04-06,-0.01044416905772172
2010-04-07,-0.008695524009748823
2010-04-08,-0.0011146339038674569
2010-04-09,0.015320233139399342
2010-04-12,0.0031094637830428873
2010-04-13,0.004736700471039246
2010-04-14,-0.0012734482026401928
2010-04-15,-0.012636333718905046
2010-04-16,0.013000535913200828
2010-04-19,0.0063472035674161376
2010-04-20,-0.015484395526420336
2010-04-21,-0.005153950838013177
2010-04-22,0.002212204251204053
2010-04-23,-0.007949260770589106
2010-04-26,-0.0027877211309461636
2010-04-27,-0.0161355724584209
2010-04-28,0.009225572114910374
2010-04-29,0.00709578888884721
2010-04-30,-0.005410909026119626
2010-05-03,0.005783889542994469
2010-05-04,-0.010848241413294879
2010-05-05,0.008985894721484478
2010-05-06,-0.025671537167962555
2010-05-07,0.007049321519634333
2010-05-10,0.025679050079703725
2010-05-11,-0.00798913565495063
2010-05-12,0.007618780082267129
2010-05-13,-0.00985955279029671
2010-05-14,-0.002808424968578027
2010-05-17,0.0013115098970200023
2010-05-18,-0.005821084561411283
2010-05-19,0.0003763018583695654
2010-05-20,-0.030194797403654938
2010-05-21,0.000969545737305122
2010-05-24,-0.002523624513803391
2010-05-25,-0.01645726217083432
2010-05-26,-0.010725484479143343
2010-05-27,0.022703656999630173
2010-05-28,0.003312701321679601
2010-06-01,-0.0021422019509076407
2010-06-02,0.02160145771060007
2010-06-03,0.006466495600796041
2010-06-04,-0.028458534785713585
2010-06-07,-0.009208811300652098
2010-06-08,0.014849932503010255
2010-06-09,-0.004081469504084723
2010-06-10,0.021195465394698854
2010-06-11,-0.006945523258303332
2010-06-14,-0.002714295142353773
2010-06-15,0.012923183886411671
2010-06-16,0.004207258371442535
2010-06-17,-0.0007634153265589916
2010-06-18,-0.0009554733867993548
2010-06-21,0.0032445619295113914
2010-06-22,-0.0003812295883864891
2010-06-23,-0.004202317738872807
2010-06-24,-0.008458763285999371
2010-06-25,-0.030180482069884107
2010-06-28,0.01618328077931297
2010-06-29,-0.014790968239032587
2010-06-30,-0.00418165710184093
2010-07-01,-0.001797461473887818
2010-07-02,0.00039980435743824927
2010-07-06,0.007563741258996615
2010-07-07,0.02041308675968123
2010-07-08,0.01828907706177052
2010-07-09,-0.00038178393544852085
2010-07-12,0.0009535975925794027
2010-07-13,0.005134592650370529
2010-07-14,0.001895195047773246
2010-07-15,0.0005676015909794607
2010-07-16,-0.009123582229928484
2010-07-19,-0.001911022548419794
2010-07-20,0.018387158493553546
2010-07-21,0.01565377244097821
2010-07-22,0.0033235083203000393
2010-07-23,0.00899015783836754
2010-07-26,0.0034638943753058093
2010-07-27,0.0020004383295604278
2010-07-28,-0.0030925180586254264
2010-07-29,0.0020018353461606075
2010-07-30,0.0021797286092199997
2010-08-02,0.02331535274575458
2010-08-03,-0.0005317710879868542
2010-08-04,0.003010693675977283
2010-08-05,-0.003188269354100992
2010-08-06,0.00671872806365581
2010-08-09,0.006323801474634738
2010-08-10,-0.002279529852676543
2010-08-11,-0.016634031132152227
2010-08-12,-0.0062652701940835165
2010-08-13,0.0007182267219643101
2010-08-16,0.002687742333417731
2010-08-17,0.004285396182531098
2010-08-18,-0.005001251738167678
2010-08-19,-0.010079513777043747
2010-08-20,0.0003613384448817314
2010-08-23,0.005410135360035984
2010-08-24,0.0010790564802314329
2010-08-25,-0.004862607144611175
2010-08-26,-0.004161276651274193
2010-08-27,0.017966954788443346
2010-08-30,-0.010921452805944476
2010-08-31,0.005923220860917677
2010-09-01,0.025268546417188897
2010-09-02,0.001220710590405183
2010-09-03,0.0031318072808033115
2010-09-07,0.0012156266474385724
2010-09-08,0.0034643045930127236
2010-09-09,0.007923050502426143
2010-09-10,0.003938055597772383
2010-09-13,-0.0008616183088778762
2010-09-14,-0.007610718807614436
2010-09-15,-0.0029563065156268387
2010-09-16,0.0015657905933381677
2010-09-17,0.0008689793589677919
2010-09-20,0.007097882638088304
2010-09-21,0.0024121204123654927
2010-09-22,0.002063016278003982
2010-09-23,-0.0062015430721289455
2010-09-24,0.012877024985717966
2010-09-27,-0.00034123712863376454
2010-09-28,0.008495877546566888
2010-09-29,-0.005769652862130936
2010-09-30,-0.004092653228600529
2010-10-01,0.010200553140053525
2010-10-04,-0.00406747281917319
2010-10-05,0.013159937706876068
2010-10-06,0.0023439748027787033
2010-10-07,-0.00603844144119714
2010-10-08,-0.0005044746949556256
2010-10-11,0.0025216858850511947
2010-10-12,0.0006712603800860251
2010-10-13,0.005688360981593199
2010-10-14,-0.0005004701350919127
2010-10-15,0.0005004701350919127
2010-10-18,0.0010008027915309192
2010-10-19,0.005650544524437251
2010-10-20,0.01333452036118743
2010-10-21,0.005219765688714961
2010-10-22,0.0022751326580303655
2010-10-25,-0.009786965534860137
2010-10-26,0.0037628196540357983
2010-10-27,-0.0008168399110908275
2010-10-28,0.00032699639077105047
2010-10-29,0.0017953211162340388
2010-11-01,0.006340159612172602
2010-11-02,0.0024279126750936797
2010-11-03,0.0014531905473758044
2010-11-04,0.008039185640012825
2010-11-05,0.0020794431809005864
2010-11-08,-0.0019198686837480494
2010-11-09,0.002877981988080869
2010-11-10,-0.001437857596303438
2010-11-11,0.003989063732463549
2010-11-12,0.0019090936220891308
2010-11-15,0.0006355230084769126
2010-11-16,-0.014075860920392813
2010-11-17,0.007062304097951166
2010-11-18,0.02089374667531496
2010-11-19,0.0074905433978380564
2010-11-22,-0.0007776144361160142
2010-11-23,-0.010164980500592335
2010-11-24,0.015441005990176837
2010-11-26,-0.007768616037473031
2010-11-29,-0.004407306651395437
2010-11-30,-0.0034766104723473745
2010-12-01,0.023931359298539956
2010-12-02,0.0030867516266916972
2010-12-03,-0.006182399762811652
2010-12-06,-0.007938447675670979
2010-12-07,0.00234121884777716
2010-12-08,0.0038899233041247427
2010-12-09,0.00681039281289797
2010-12-10,-0.0027801705973216073
2010-12-13,0.003088664477048031
2010-12-14,-0.01475758634590818
2010-12-15,0.013059973335778796
2010-12-16,0.009225111367404004
2010-12-17,0.005494621731504612
2010-12-20,-0.005953553928738753
2010-12-21,0.002752113319129279
2010-12-22,0.0015254377601152669
2010-12-23,-0.00015240195399313095
2010-12-27,-0.007807016943312206
2010-12-28,0.004446606781078
2010-12-29,0.0013763237552657515
2010-12-30,0.0007634759521275569
2010-12-31,0.004113857697047862
2011-01-03,-0.00839767211042819
2011-01-04,-0.020916058174935692
2011-01-05,-0.005967789144186941
2011-01-06,-0.007271547876639417
2011-01-07,-0.0017467714566854475
2011-01-10,0.002222880464882948
2011-01-11,-0.005885419474474851
2011-01-12,0.0055679742431866686
2011-01-13,0.005694233685796135
2011-01-14,-0.004267584361164367
2011-01-18,0.005528791590678761
2011-01-19,-0.0009454681426430689
2011-01-20,-0.007756563649440107
2011-01-21,-0.002545609870497234
2011-01-24,0.007617856515279353
2011-01-25,-0.004595477933453829
2011-01-26,0.0
2011-01-27,-0.0041385306376700015
2011-01-28,-0.007845401082164027
2011-01-31,0.010234925807212747
2011-02-01,0.00317746668477481
2011-02-02,-0.0030180577977843015
2011-02-03,-0.00462415275796646
2011-02-04,-0.0001599530600078225
2011-02-07,-0.00063958109084572
2011-02-08,0.005582876624783406
2011-02-09,0.004443389280633259
2011-02-10,0.006157431348973397
2011-02-11,0.00047171335653839463
2011-02-14,-0.006787146254410015
2011-02-15,0.0007914932634842664
2011-02-16,0.0033175821656885596
2011-02-17,0.017976437054352257
2011-02-18,0.0
2011-02-22,-0.012314157576871487
2011-02-23,0.0023498452336605524
2011-02-24,-0.00046929867212242016
2011-02-25,0.006708785189552202
2011-02-28,-0.006083102556463604
2011-03-01,0.015369515845770287
2011-03-02,-0.00742221881838212
2011-03-03,0.017538877503130212
2011-03-04,-0.0055051718280236805
2011-03-07,0.0001529863584543989
2011-03-08,0.006419045152922465
2011-03-09,-0.0003048733117241298
2011-03-10,-0.005041496597431472
2011-03-11,-0.00015450182522025457
2011-03-14,-0.013514574784058375
2011-03-15,-0.014334071881760835
2011-03-16,-0.022948916195981717
2011-03-17,0.010978164837315063
2011-03-18,0.006720954146767433
2011-03-21,0.013780493497033586
2011-03-22,-0.0009444703745442595
2011-03-23,0.011895435019402267
2011-03-24,0.006513810388642849
2011-03-25,0.008159634572061147
2011-03-28,-0.0029176635133407736
