Date,XOM
2010-01-05,0.0038970129528412834
2010-01-06,0.008605782311152943
2010-01-07,-0.00314705179503294
2010-01-08,-0.0040195326826655275
2010-01-11,0.011157171875809446
2010-01-12,-0.004991003052654097
2010-01-13,-0.004010896154459154
2010-01-14,0.0001436673632175811
2010-01-15,-0.008213945141335888
2010-01-19,0.0023127652035124235
2010-01-20,-0.01806377223249367
2010-01-21,-0.019742911118716844
2010-01-22,-0.009036815327175152
2010-01-25,-0.0037893983860719516
2010-01-26,0.0010627775410423368
2010-01-27,-0.0057814910264930575
2010-01-28,-0.00888829327398355
2010-01-29,-0.008192957065443096
2010-02-01,0.026799176254371115
2010-02-02,0.011717281524473044
2010-02-03,-0.005391107239212101
2010-02-04,-0.028634281963200614
2010-02-05,0.0012352697672226576
2010-02-08,-0.0004659153676431771
2010-02-09,0.013122155516179124
2010-02-10,-0.0053822705006312255
2010-02-11,0.005995845541547418
2010-02-12,-0.006767326546626151
2010-02-16,0.02258293056485261
2010-02-17,-0.007876588621715364
2010-02-18,0.0030362676363830943
2010-02-19,-0.0013648783824029564
2010-02-22,-0.007160820715618854
2010-02-23,-0.0070585620377832115
2010-02-24,0.009349603459332556
2010-02-25,-0.006274734855318709
2010-02-26,-0.002151286286963039
2010-03-01,0.006134979720732403
2010-03-02,0.0013747867130629032
2010-03-03,-0.0009163499191124913
2010-03-04,-0.0004584367939504119
2010-03-05,0.016227951864725032
2010-03-08,0.00015086448521506313
2010-03-09,0.004502451778186867
2010-03-10,0.006567541698229373
2010-03-11,0.0
2010-03-12,-0.00626786149042724
2010-03-15,-0.007513617991921073
2010-03-16,0.004064267689868117
2010-03-17,0.011797626692324314
2010-03-18,0.0004453070878343013
2010-03-19,-0.0052072134454173025
2010-03-22,-0.0010452035871053589
2010-03-23,-0.0002982953814103517
2010-03-24,-0.006744180163232194
2010-03-25,-0.003012308892861526
2010-03-26,0.0036138926487701006
2010-03-29,0.011356895703336978
2010-03-30,-0.0037216340224763833
2010-03-31,-0.0010446316997168026
2010-04-01,0.009361910062246626
2010-04-05,0.008541731315039769
2010-04-06,-0.004261950675049864
2010-04-07,-0.008281714230699677
2010-04-08,0.007692491046891181
2010-04-09,0.013175531309815636
