Date,KO,PEP
2010-07-22,16.747690200805664,40.037723541259766
2010-07-23,16.89893341064453,40.1873664855957
2010-07-26,16.957571029663086,40.51784133911133
2010-07-27,16.991527557373047,40.960575103759766
2010-07-28,16.939062118530273,40.65501403808594
2010-07-29,16.973005294799805,40.461727142333984
2010-07-30,17.010042190551758,40.474205017089844
2010-08-02,17.411296844482422,40.69867706298828
2010-08-03,17.402040481567383,41.01043701171875
2010-08-04,17.454511642456055,41.25986099243164
2010-08-05,17.398950576782227,40.89197540283203
2010-08-06,17.51624298095703,41.09149932861328
2010-08-09,17.627363204956055,41.41575622558594
2010-08-10,17.58722686767578,41.484336853027344
2010-08-11,17.297100067138672,40.810916900634766
2010-08-12,17.189067840576172,40.64254379272461
2010-08-13,17.201417922973633,40.8795166015625
2010-08-16,17.247713088989258,40.79844665527344
2010-08-17,17.32178497314453,40.873260498046875
2010-08-18,17.235370635986328,40.85454559326172
2010-08-19,17.062519073486328,40.318321228027344
2010-08-20,17.06868553161621,40.405616760253906
2010-08-23,17.161279678344727,40.41807556152344
2010-08-24,17.179807662963867,40.39312744140625
2010-08-25,17.096471786499023,40.26219940185547
2010-08-26,17.025476455688477,39.98783874511719
2010-08-27,17.334136962890625,39.981605529785156
2010-08-30,17.14585304260254,39.657352447509766
2010-08-31,17.247713088989258,40.01901626586914
2010-09-01,17.689090728759766,40.76662826538086
2010-09-02,17.710697174072266,40.816890716552734
2010-09-03,17.766250610351562,41.1938362121582
2010-09-07,17.787860870361328,41.13727569580078
2010-09-08,17.849590301513672,41.105873107910156
2010-09-09,17.991575241088867,41.52678680419922
2010-09-10,18.06256675720215,41.72154998779297
2010-09-13,18.04701042175293,41.62102508544922
2010-09-14,17.910181045532227,41.451393127441406
2010-09-15,17.857311248779297,41.7780876159668
2010-09-16,17.88529396057129,41.847198486328125
2010-09-17,17.900842666625977,41.53934860229492
2010-09-20,18.028352737426758,42.023101806640625
2010-09-21,18.07189178466797,41.752960205078125
2010-09-22,18.10921287536621,41.87862777709961
2010-09-23,17.997255325317383,41.33205032348633
2010-09-24,18.230504989624023,41.5456428527832
2010-09-27,18.224285125732422,41.69642639160156
2010-09-28,18.379776000976562,41.95400619506836
2010-09-29,18.274036407470703,41.93514633178711
2010-09-30,18.199399948120117,41.74040985107422
2010-10-01,18.38599395751953,42.092227935791016
2010-10-04,18.31136131286621,42.01054382324219
2010-10-05,18.553930282592773,42.569664001464844
2010-10-06,18.597471237182617,42.7895622253418
2010-10-07,18.485509872436523,41.52678680419922
2010-10-08,18.476186752319336,41.30690002441406
2010-10-11,18.522836685180664,41.16240692138672
2010-10-12,18.535274505615234,41.514244079589844
2010-10-13,18.641010284423828,41.71527099609375
2010-10-14,18.631683349609375,41.86603546142578
2010-10-15,18.641010284423828,41.89115524291992
2010-10-18,18.65967559814453,41.7780876159668
2010-10-19,18.765411376953125,41.09331512451172
2010-10-20,19.017314910888672,40.816890716552734
2010-10-21,19.116840362548828,40.94881820678711
2010-10-22,19.160383224487305,40.84201431274414
2010-10-25,18.97377586364746,40.86714553833008
2010-10-26,19.045305252075195,40.70380783081055
2010-10-27,19.029754638671875,40.37710952758789
2010-10-28,19.035978317260742,40.84201431274414
2010-10-29,19.0701847076416,41.024208068847656
2010-11-01,19.191476821899414,41.181270599365234
2010-11-02,19.238128662109375,41.338314056396484
2010-11-03,19.26610565185547,40.96138381958008
2010-11-04,19.421613693237305,41.05561065673828
2010-11-05,19.4620418548584,40.885990142822266
2010-11-08,19.424713134765625,40.90483856201172
2010-11-09,19.480697631835938,41.024208068847656
2010-11-10,19.452707290649414,40.992794036865234
2010-11-11,19.530460357666016,40.77290725708008
2010-11-12,19.567781448364258,40.60956954956055
2010-11-15,19.58022117614746,40.47134017944336
2010-11-16,19.306543350219727,40.232608795166016
2010-11-17,19.443374633789062,40.16978454589844
2010-11-18,19.853893280029297,40.691226959228516
2010-11-19,20.0031681060791,40.65353775024414
2010-11-22,19.987619400024414,40.647239685058594
2010-11-23,19.78547477722168,40.13837432861328
2010-11-24,20.093353271484375,40.41480255126953
2010-11-26,19.9378604888916,40.144657135009766
2010-11-29,19.850181579589844,40.213775634765625
2010-11-30,19.78129005432129,40.603275299072266
2010-12-01,20.260393142700195,41.54001998901367
2010-12-02,20.323028564453125,41.26787567138672
2010-12-03,20.197771072387695,41.248878479003906
2010-12-06,20.038066864013672,40.97038269042969
2010-12-07,20.08503532409668,40.938751220703125
2010-12-08,20.16331672668457,40.907073974609375
2010-12-09,20.301105499267578,40.964046478271484
2010-12-10,20.24474334716797,41.0779914855957
2010-12-13,20.307369232177734,41.47674560546875
2010-12-14,20.0098819732666,41.51472091674805
2010-12-15,20.272924423217773,41.293190002441406
2010-12-16,20.4608097076416,41.615970611572266
2010-12-17,20.573543548583984,41.7552375793457
2010-12-20,20.4514217376709,41.970428466796875
2010-12-21,20.507783889770508,41.39445495605469
2010-12-22,20.539091110229492,41.571678161621094
2010-12-23,20.535961151123047,41.57801818847656
2010-12-27,20.37626075744629,41.40711975097656
2010-12-28,20.46706771850586,41.31849670410156
2010-12-29,20.495256423950195,41.35013961791992
2010-12-30,20.510910034179688,41.217247009277344
2010-12-31,20.595462799072266,41.35013961791992
2011-01-03,20.423233032226562,41.615970611572266
2011-01-04,20.00049591064453,41.40079879760742
2011-01-05,19.881492614746094,42.147666931152344
2011-01-06,19.73744773864746,42.30590057373047
2011-01-07,19.703001022338867,42.02106475830078
2011-01-10,19.74684715270996,41.805877685546875
2011-01-11,19.630970001220703,41.983089447021484
2011-01-12,19.74057960510254,42.236270904541016
2011-01-13,19.853307723999023,42.35019302368164
2011-01-14,19.768762588500977,42.26791763305664
2011-01-18,19.87836265563965,42.13500213623047
2011-01-19,19.859577178955078,41.7109260559082
2011-01-20,19.706130981445312,41.7109260559082
2011-01-21,19.656030654907227,41.69194030761719
2011-01-24,19.806339263916016,41.88814926147461
2011-01-25,19.71552848815918,41.6286506652832
2011-01-26,19.71552848815918,41.685611724853516
2011-01-27,19.634103775024414,41.49573516845703
2011-01-28,19.480669021606445,40.761512756347656
2011-01-31,19.681076049804688,40.704566955566406
2011-02-01,19.743711471557617,41.172935485839844
2011-02-02,19.684213638305664,40.919761657714844
2011-02-03,19.593400955200195,40.622257232666016
2011-02-04,19.590267181396484,40.40706253051758
2011-02-07,19.577741622924805,40.30580139160156
2011-02-08,19.687347412109375,40.615936279296875
2011-02-09,19.775020599365234,40.774173736572266
2011-02-10,19.897159576416016,40.10325622558594
2011-02-11,19.90654754638672,40.426063537597656
2011-02-14,19.771896362304688,40.09061050415039
2011-02-15,19.787551879882812,40.7298698425293
2011-02-16,19.853307723999023,40.483009338378906
2011-02-17,20.21342658996582,40.95138168334961
2011-02-18,20.21342658996582,40.1348991394043
2011-02-22,19.966041564941406,39.970340728759766
2011-02-23,20.01301383972168,39.831092834472656
2011-02-24,20.003623962402344,39.89438247680664
2011-02-25,20.138275146484375,40.25517272949219
2011-02-28,20.016143798828125,40.1412239074707
2011-03-01,20.32615852355957,40.00830841064453
2011-03-02,20.175851821899414,40.14224624633789
2011-03-03,20.532835006713867,40.658843994140625
2011-03-04,20.420108795166016,40.43564224243164
2011-03-07,20.423233032226562,40.480281829833984
2011-03-08,20.554752349853516,40.68436813354492
2011-03-09,20.548486709594727,41.23286819458008
2011-03-10,20.445152282714844,41.09254455566406
2011-03-11,20.441993713378906,41.23286819458008
2011-03-14,20.167587280273438,40.9075927734375
2011-03-15,19.880565643310547,40.18689727783203
2011-03-16,19.429523468017578,39.740455627441406
2011-03-17,19.643999099731445,40.23153305053711
2011-03-18,19.776470184326172,40.33357620239258
2011-03-21,20.050886154174805,40.882076263427734
2011-03-22,20.031957626342773,40.78003692626953
2011-03-23,20.271669387817383,40.945858001708984
2011-03-24,20.404146194458008,40.945858001708984
2011-03-25,20.571317672729492,40.8055534362793
2011-03-28,20.511384963989258,41.035160064697266
2011-03-29,20.729022979736328,40.92034149169922
2011-03-30,20.829967498779297,41.48798751831055
2011-03-31,20.924583435058594,41.07978439331055
2011-04-01,21.2021484375,41.596405029296875
2011-04-04,21.340927124023438,41.51348876953125
2011-04-05,21.280996322631836,41.82600021362305
2011-04-06,21.33146095275879,41.93441390991211
2011-04-07,21.271533966064453,42.04285430908203
2011-04-08,21.217912673950195,41.92166519165039
2011-04-11,21.25891876220703,42.119384765625
2011-04-12,21.101215362548828,42.45741271972656
2011-04-13,21.221065521240234,42.380882263183594
2011-04-14,21.545942306518555,42.540321350097656
2011-04-15,21.45132827758789,42.80182647705078
2011-04-18,21.23053550720215,42.82732009887695
2011-04-19,21.161142349243164,42.61049270629883
2011-04-20,21.40085220336914,42.94212341308594
2011-04-21,21.410324096679688,42.9931640625
2011-04-25,21.366161346435547,42.750789642333984
2011-04-26,21.110673904418945,43.18449783325195
2011-04-27,21.132755279541016,43.324806213378906
2011-04-28,21.262083053588867,44.4664421081543
2011-04-29,21.277847290039062,43.93708038330078
2011-05-02,21.3598575592041,44.20494842529297
2011-05-03,21.410324096679688,44.383514404296875
2011-05-04,21.277847290039062,44.53660202026367
2011-05-05,21.038127899169922,43.898799896240234
2011-05-06,21.101215362548828,44.1794319152832
2011-05-09,21.11697769165039,44.530216217041016
2011-05-10,21.239992141723633,44.664154052734375
2011-05-11,21.233688354492188,44.77257537841797
2011-05-12,21.545942306518555,45.257293701171875
2011-05-13,21.504940032958984,45.002166748046875
2011-05-16,21.394548416137695,45.10422897338867
2011-05-17,21.445009231567383,45.35295104980469
2011-05-18,21.54279327392578,45.45500564575195
2011-05-19,21.593257904052734,45.780269622802734
2011-05-20,21.54279327392578,45.474151611328125
2011-05-23,21.287309646606445,45.308311462402344
2011-05-24,21.280996322631836,45.270050048828125
2011-05-25,21.104373931884766,44.93202590942383
2011-05-26,21.038127899169922,44.91289138793945
2011-05-27,20.978200912475586,44.9001350402832
2011-05-31,21.07282257080078,45.35934829711914
2011-06-01,21.057056427001953,45.15695571899414
2011-06-02,20.829967498779297,44.655860900878906
2011-06-03,20.66909408569336,44.30894088745117
2011-06-06,20.634401321411133,44.25756072998047
2011-06-07,20.56500816345215,44.283233642578125
2011-06-08,20.628095626831055,44.22542953491211
2011-06-09,20.78264808654785,44.655860900878906
2011-06-10,20.624948501586914,44.12907028198242
2011-06-13,20.68848419189453,44.366764068603516
2011-06-14,20.84415054321289,44.69442367553711
2011-06-15,20.640825271606445,43.99416732788086
2011-06-16,20.806028366088867,44.25756072998047
2011-06-17,20.847326278686523,44.148338317871094
2011-06-20,20.914045333862305,44.31538009643555
2011-06-21,21.050649642944336,44.283233642578125
2011-06-22,21.095130920410156,44.18687057495117
2011-06-23,20.643999099731445,43.672943115234375
2011-06-24,20.628114700317383,43.974884033203125
2011-06-27,20.717071533203125,44.360347747802734
2011-06-28,20.977581024169922,44.726539611816406
2011-06-29,21.193620681762695,44.944969177246094
2011-06-30,21.377880096435547,45.246910095214844
2011-07-01,21.632038116455078,45.092716217041016
2011-07-05,21.69875717163086,44.82288360595703
2011-07-06,21.771825790405273,45.079864501953125
2011-07-07,21.841720581054688,45.30473709106445
2011-07-08,21.819482803344727,44.925689697265625
2011-07-11,21.635211944580078,44.52095413208008
2011-07-12,21.555788040161133,44.334659576416016
2011-07-13,21.62250518798828,44.25756072998047
2011-07-14,21.498611450195312,44.071258544921875
2011-07-15,21.454133987426758,44.026283264160156
2011-07-18,21.32387351989746,43.68581008911133
2011-07-19,22.022798538208008,44.03269958496094
2011-07-20,21.879850387573242,44.000572204589844
2011-07-21,22.02916717529297,42.51012420654297
2011-07-22,22.153060913085938,42.24671936035156
2011-07-25,22.003746032714844,41.35374069213867
2011-07-26,21.98151397705078,41.16101837158203
2011-07-27,21.82265853881836,41.026092529296875
2011-07-28,21.86077880859375,41.04536437988281
2011-07-29,21.606630325317383,41.1417350769043
2011-08-01,21.51767349243164,41.026092529296875
2011-08-02,21.307985305786133,40.5892333984375
2011-08-03,21.73052978515625,41.42440414428711
2011-08-04,20.910871505737305,40.69845199584961
2011-08-05,21.212678909301758,41.54646682739258
2011-08-08,20.68848419189453,40.454315185546875
2011-08-09,21.1840877532959,40.531410217285156
2011-08-10,20.3199462890625,38.751861572265625
2011-08-11,21.11737823486328,40.39009475708008
2011-08-12,21.33022689819336,40.5892333984375
2011-08-15,21.6669921875,40.83978271484375
2011-08-16,21.657451629638672,40.96184539794922
2011-08-17,22.01010513305664,41.51435852050781
2011-08-18,21.52720069885254,40.531410217285156
2011-08-19,21.317520141601562,39.87613296508789
2011-08-22,21.371524810791016,39.779754638671875
2011-08-23,21.940200805664062,40.78196334838867
2011-08-24,22.13718032836914,40.923316955566406
2011-08-25,21.593917846679688,40.486446380615234
2011-08-26,21.762292861938477,40.576377868652344
2011-08-29,22.153060913085938,41.21882629394531
2011-08-30,22.194364547729492,41.45010757446289
2011-08-31,22.38181495666504,41.72533416748047
2011-09-01,22.38181495666504,41.544002532958984
2011-09-02,22.156248092651367,40.993526458740234
2011-09-06,22.057758331298828,40.443084716796875
2011-09-07,22.49300193786621,39.905548095703125
2011-09-08,22.61054801940918,39.7242317199707
2011-09-09,22.0386962890625,38.849952697753906
2011-09-12,22.041868209838867,38.947105407714844
2011-09-13,22.102645874023438,39.20615005493164
2011-09-14,22.316951751708984,39.87965393066406
2011-09-15,22.716785430908203,40.94172668457031
2011-09-16,22.783960342407227,40.18403625488281
2011-09-19,22.547250747680664,39.21910095214844
2011-09-20,22.59844398498535,39.1089973449707
2011-09-21,22.160226821899414,39.3680419921875
2011-09-22,21.693218231201172,39.45224380493164
2011-09-23,21.56527328491211,39.076629638671875
2011-09-26,21.9938907623291,40.08041000366211
2011-09-27,22.252981185913086,40.43012619018555
2011-09-28,21.76999282836914,40.13221740722656
2011-09-29,22.08665657043457,40.52725601196289
2011-09-30,21.610055923461914,40.08689498901367
2011-10-03,20.925546646118164,39.04424285888672
2011-10-04,20.86477279663086,39.14787292480469
2011-10-05,20.960731506347656,39.04424285888672
2011-10-06,20.915945053100586,39.2255744934082
2011-10-07,21.079082489013672,39.51698684692383
2011-10-10,21.39894676208496,40.06746292114258
2011-10-11,21.366952896118164,39.47166061401367
2011-10-12,21.584468841552734,40.60497283935547
2011-10-13,21.55887794494629,40.38478469848633
2011-10-14,21.702816009521484,40.30708312988281
2011-10-17,21.430932998657227,40.08041000366211
2011-10-18,21.347766876220703,40.41716384887695
2011-10-19,21.440521240234375,40.2228889465332
2011-10-20,21.469310760498047,40.2293586730957
2011-10-21,21.811569213867188,40.332984924316406
2011-10-24,21.70920753479004,40.216407775878906
2011-10-25,21.414939880371094,40.03508758544922
2011-10-26,21.581266403198242,40.15812301635742
2011-10-27,21.933124542236328,40.72154235839844
2011-10-28,22.048269271850586,40.928775787353516
2011-10-31,21.853147506713867,40.76688766479492
2011-11-01,21.4437255859375,40.300601959228516
2011-11-02,21.677221298217773,40.41716384887695
2011-11-03,21.958711624145508,40.66973876953125
2011-11-04,21.680423736572266,40.14516830444336
2011-11-07,21.817962646484375,40.4754638671875
2011-11-08,21.958711624145508,41.22667694091797
2011-11-09,21.440521240234375,40.332984924316406
2011-11-10,21.555683135986328,40.77335739135742
2011-11-11,21.789175033569336,40.98059844970703
2011-11-14,21.683624267578125,40.66973876953125
2011-11-15,21.750797271728516,41.77066421508789
2011-11-16,21.43412971496582,42.15275573730469
2011-11-17,21.309389114379883,41.505149841308594
2011-11-18,21.555683135986328,41.37562561035156
2011-11-21,21.095073699951172,40.89640426635742
2011-11-22,21.101463317871094,40.91582489013672
2011-11-23,20.74962043762207,40.41067886352539
2011-11-25,20.708032608032227,40.46897888183594
2011-11-28,20.845577239990234,40.792789459228516
2011-11-29,21.325637817382812,41.22667694091797
2011-11-30,21.660717010498047,41.78489685058594
2011-12-01,21.531843185424805,41.843666076660156
2011-12-02,21.3868465423584,41.967708587646484
2011-12-05,21.364295959472656,42.04604721069336
2011-12-06,21.483510971069336,42.20928955078125
2011-12-07,21.51573371887207,42.379024505615234
2011-12-08,21.499618530273438,42.00034713745117
2011-12-09,21.77025604248047,42.56184387207031
2011-12-12,21.55116844177246,42.2158088684082
2011-12-13,21.419071197509766,41.967708587646484
2011-12-14,21.348196029663086,41.7718391418457
2011-12-15,21.55116844177246,42.33985137939453
2011-12-16,21.728374481201172,42.24843978881836
2011-12-19,21.705821990966797,42.0264778137207
2011-12-20,22.037675857543945,42.7838134765625
2011-12-21,22.414640426635742,43.11680221557617
2011-12-22,22.292207717895508,43.11680221557617
2011-12-23,22.533842086791992,43.46282958984375
2011-12-27,22.514511108398438,43.338775634765625
2011-12-28,22.39530372619629,43.031917572021484
2011-12-29,22.604724884033203,43.4432373046875
2011-12-30,22.543506622314453,43.31918716430664
2012-01-03,22.598281860351562,43.35182571411133
2012-01-04,22.456525802612305,43.573814392089844
2012-01-05,22.350202560424805,43.23432159423828
2012-01-06,22.20843505859375,42.692420959472656
2012-01-09,22.20843505859375,42.91438674926758
2012-01-10,22.340526580810547,42.86870574951172
2012-01-11,21.928131103515625,42.44431686401367
2012-01-12,21.77025604248047,42.18968963623047
2012-01-13,21.583383560180664,42.04604721069336
2012-01-17,21.699378967285156,42.20928955078125
2012-01-18,21.776702880859375,42.33985137939453
2012-01-19,21.731595993041992,43.031917572021484
2012-01-20,21.937795639038086,43.27349090576172
2012-01-23,22.079557418823242,43.15596389770508
2012-01-24,21.8765869140625,43.221248626708984
2012-01-25,22.047344207763672,43.54769515991211
2012-01-26,21.91202163696289,43.4301872253418
2012-01-27,21.728374481201172,42.96662521362305
2012-01-30,21.734813690185547,42.70547866821289
2012-01-31,21.757368087768555,42.87522888183594
2012-02-01,21.860471725463867,43.338775634765625
2012-02-02,21.854026794433594,43.35182571411133
2012-02-03,21.934572219848633,43.52157974243164
2012-02-06,21.91845703125,43.4301872253418
2012-02-07,22.08600616455078,43.58686828613281
2012-02-08,22.015121459960938,43.573814392089844
2012-02-09,21.899131774902344,41.96117401123047
2012-02-10,21.889467239379883,41.752254486083984
2012-02-13,22.050567626953125,41.58251190185547
2012-02-14,22.198776245117188,41.47151184082031
2012-02-15,22.037675857543945,41.17771530151367
2012-02-16,22.185874938964844,40.95572280883789
2012-02-17,22.247102737426758,40.92308807373047
2012-02-21,22.172992706298828,41.22340774536133
2012-02-22,22.31153678894043,41.197288513183594
2012-02-23,22.28898048400879,41.21688461303711
2012-02-24,22.23098373413086,41.33440399169922
2012-02-27,22.17621612548828,41.34093475341797
2012-02-28,22.182659149169922,41.34093475341797
2012-02-29,22.50807762145996,41.429786682128906
2012-03-01,22.424297332763672,41.17308807373047
2012-03-02,22.28898048400879,41.15333938598633
2012-03-05,22.305091857910156,41.3310432434082
2012-03-06,22.15366554260254,40.995357513427734
2012-03-07,22.163328170776367,41.21916580200195
2012-03-08,22.317974090576172,41.43638229370117
2012-03-09,22.39530372619629,41.568031311035156
2012-03-12,22.601511001586914,42.08802795410156
2012-03-13,22.799476623535156,42.351341247558594
2012-03-14,22.78974151611328,42.167022705078125
2012-03-15,22.825454711914062,42.239437103271484
2012-03-16,22.770273208618164,42.4369010925293
2012-03-19,22.848159790039062,42.608062744140625
2012-03-20,22.90983009338379,42.97008514404297
2012-03-21,23.081838607788086,43.02275085449219
2012-03-22,23.179195404052734,43.04248809814453
2012-03-23,23.20191764831543,42.983253479003906
2012-03-26,23.334976196289062,43.299198150634766
2012-03-27,23.32524871826172,43.45061492919922
2012-03-28,23.58164405822754,43.397945404052734
2012-03-29,23.954864501953125,43.45719909667969
2012-03-30,24.019779205322266,43.674400329589844
2012-04-02,24.061965942382812,43.93111038208008
2012-04-03,23.938636779785156,43.812618255615234
2012-04-04,23.84127426147461,43.667808532714844
2012-04-05,23.844532012939453,43.542755126953125
2012-04-09,23.649795532226562,43.01615905761719
2012-04-10,23.373929977416992,42.687042236328125
2012-04-11,23.406383514404297,42.88451385498047
2012-04-12,23.4388370513916,43.035911560058594
2012-04-13,23.34796142578125,42.82526779174805
2012-04-16,23.510244369506836,43.43742370605469
2012-04-17,24.000303268432617,43.707313537597656
2012-04-18,24.071704864501953,43.58225631713867
2012-04-19,23.958112716674805,43.542755126953125
2012-04-20,24.0587215423584,43.858707427978516
2012-04-23,23.915922164916992,43.56249237060547
2012-04-24,24.05547523498535,43.77971649169922
2012-04-25,24.318357467651367,43.885047912597656
2012-04-26,24.571502685546875,43.68756866455078
2012-04-27,24.870094299316406,43.50983810424805
2012-04-30,24.769481658935547,43.44403839111328
2012-05-01,24.967470169067383,43.76654815673828
2012-05-02,25.04210090637207,43.9903678894043
2012-05-03,25.132980346679688,44.04301452636719
2012-05-04,24.99018096923828,43.37819290161133
2012-05-07,25.08104133605957,43.85212326049805
2012-05-08,25.035608291625977,43.786312103271484
2012-05-09,24.918777465820312,43.4045295715332
2012-05-10,25.12325096130371,43.96403121948242
2012-05-11,25.142711639404297,43.97062301635742
2012-05-14,24.94798469543457,44.201011657714844
2012-05-15,24.850622177124023,44.66176986694336
2012-05-16,24.77273941040039,45.25418472290039
2012-05-17,24.380029678344727,45.26734924316406
2012-05-18,24.032760620117188,44.8394889831543
2012-05-21,24.182058334350586,44.74733352661133
2012-05-22,24.078197479248047,44.813167572021484
2012-05-23,24.195032119750977,44.76050567626953
2012-05-24,24.522825241088867,45.29367446899414
2012-05-25,24.415727615356445,45.181785583496094
2012-05-29,24.490379333496094,45.63597869873047
2012-05-30,24.36056137084961,45.25650405883789
