Date,PEP
2010-01-04,37.626468658447266
2010-01-05,38.08112716674805
2010-01-06,37.7002067565918
2010-01-07,37.46057891845703
2010-01-08,37.33769989013672
2010-01-11,37.294677734375
2010-01-12,37.81693649291992
2010-01-13,38.124149322509766
2010-01-14,38.584938049316406
2010-01-15,38.27159118652344
2010-01-19,38.296173095703125
2010-01-20,38.06270980834961
2010-01-21,37.44214630126953
2010-01-22,37.104225158691406
2010-01-25,37.00590515136719
2010-01-26,37.01820373535156
2010-01-27,37.04277038574219
2010-01-28,36.704856872558594
2010-01-29,36.631134033203125
2010-02-01,37.294677734375
2010-02-02,37.5711669921875
2010-02-03,37.657188415527344
2010-02-04,36.64339828491211
2010-02-05,36.563533782958984
2010-02-08,36.22560501098633
2010-02-09,36.89532470703125
2010-02-10,37.09807586669922
2010-02-11,37.595741271972656
2010-02-12,37.42984390258789
2010-02-16,37.669471740722656
2010-02-17,38.16100311279297
2010-02-18,38.41905975341797
2010-02-19,38.49892044067383
2010-02-22,38.34532928466797
2010-02-23,37.95825958251953
2010-02-24,38.1425895690918
2010-02-25,38.277740478515625
2010-02-26,38.38219451904297
2010-03-01,38.97202682495117
2010-03-02,39.199344635009766
2010-03-03,39.58918762207031
2010-03-04,39.66963577270508
2010-03-05,39.83052062988281
2010-03-08,39.694374084472656
2010-03-09,39.824317932128906
2010-03-10,39.86763381958008
2010-03-11,40.20177459716797
2010-03-12,40.2822151184082
2010-03-15,40.93191909790039
2010-03-16,40.882415771484375
2010-03-17,41.191802978515625
2010-03-18,41.160888671875
2010-03-19,41.18561935424805
2010-03-22,41.030941009521484
2010-03-23,41.37126541137695
2010-03-24,41.000003814697266
2010-03-25,41.1794319152832
2010-03-26,41.20417785644531
2010-03-29,41.1794319152832
2010-03-30,41.31556701660156
2010-03-31,40.9381217956543
2010-04-01,41.25988006591797
2010-04-05,40.82675552368164
2010-04-06,41.08042907714844
2010-04-07,40.832923889160156
2010-04-08,40.82054901123047
2010-04-09,41.061866760253906
2010-04-12,41.037113189697266
2010-04-13,41.08042907714844
2010-04-14,41.018558502197266
2010-04-15,41.00617218017578
2010-04-16,40.925743103027344
2010-04-19,40.913368225097656
2010-04-20,40.77722930908203
2010-04-21,40.82675552368164
2010-04-22,40.07183074951172
2010-04-23,40.040889739990234
2010-04-26,40.232704162597656
2010-04-27,39.74388122558594
2010-04-28,40.065635681152344
2010-04-29,40.34408950805664
2010-04-30,40.35646057128906
2010-05-03,40.64728927612305
2010-05-04,40.486419677734375
2010-05-05,40.34408950805664
2010-05-06,40.03469467163086
2010-05-07,39.95427322387695
2010-05-10,41.09281539916992
2010-05-11,41.1794319152832
2010-05-12,41.42076110839844
2010-05-13,41.13612747192383
2010-05-14,40.882415771484375
2010-05-17,41.30320358276367
2010-05-18,41.167057037353516
2010-05-19,40.86385726928711
2010-05-20,39.51492691040039
2010-05-21,39.341678619384766
2010-05-24,39.18079376220703
2010-05-25,38.91472625732422
2010-05-26,37.88755416870117
2010-05-27,38.9209098815918
2010-05-28,38.91472625732422
2010-06-01,38.834285736083984
2010-06-02,39.5700798034668
2010-06-03,39.51394271850586
2010-06-04,38.31049346923828
2010-06-07,38.491336822509766
2010-06-08,39.06499481201172
2010-06-09,38.965240478515625
2010-06-10,39.807010650634766
2010-06-11,39.632423400878906
2010-06-14,39.813236236572266
2010-06-15,40.056419372558594
2010-06-16,39.85065460205078
2010-06-17,40.212318420410156
2010-06-18,39.95665740966797
2010-06-21,39.91924285888672
2010-06-22,39.47028732299805
2010-06-23,39.11487579345703
2010-06-24,38.90910339355469
2010-06-25,37.892738342285156
2010-06-28,38.63475036621094
2010-06-29,38.17955017089844
2010-06-30,38.004966735839844
2010-07-01,38.360374450683594
2010-07-02,38.36663818359375
2010-07-06,38.43521499633789
2010-07-07,39.23958969116211
2010-07-08,39.906768798828125
2010-07-09,39.5949821472168
2010-07-12,39.744651794433594
2010-07-13,39.55135726928711
2010-07-14,39.632423400878906
2010-07-15,39.38300323486328
2010-07-16,38.9402961730957
2010-07-19,38.690879821777344
2010-07-20,40.36196517944336
2010-07-21,39.875614166259766
2010-07-22,40.037723541259766
2010-07-23,40.1873664855957
2010-07-26,40.51784133911133
2010-07-27,40.960575103759766
2010-07-28,40.65501403808594
2010-07-29,40.461727142333984
2010-07-30,40.474205017089844
2010-08-02,40.69867706298828
2010-08-03,41.01043701171875
2010-08-04,41.25986099243164
2010-08-05,40.89197540283203
2010-08-06,41.09149932861328
2010-08-09,41.41575622558594
2010-08-10,41.484336853027344
2010-08-11,40.810916900634766
2010-08-12,40.64254379272461
2010-08-13,40.8795166015625
2010-08-16,40.79844665527344
2010-08-17,40.873260498046875
2010-08-18,40.85454559326172
2010-08-19,40.318321228027344
2010-08-20,40.405616760253906
2010-08-23,40.41807556152344
2010-08-24,40.39312744140625
2010-08-25,40.26219940185547
2010-08-26,39.98783874511719
2010-08-27,39.981605529785156
2010-08-30,39.657352447509766
2010-08-31,40.01901626586914
2010-09-01,40.76662826538086
2010-09-02,40.816890716552734
2010-09-03,41.1938362121582
2010-09-07,41.13727569580078
2010-09-08,41.105873107910156
2010-09-09,41.52678680419922
2010-09-10,41.72154998779297
2010-09-13,41.62102508544922
2010-09-14,41.451393127441406
2010-09-15,41.7780876159668
2010-09-16,41.847198486328125
2010-09-17,41.53934860229492
2010-09-20,42.023101806640625
2010-09-21,41.752960205078125
2010-09-22,41.87862777709961
2010-09-23,41.33205032348633
2010-09-24,41.5456428527832
2010-09-27,41.69642639160156
2010-09-28,41.95400619506836
2010-09-29,41.93514633178711
2010-09-30,41.74040985107422
2010-10-01,42.092227935791016
2010-10-04,42.01054382324219
2010-10-05,42.569664001464844
2010-10-06,42.7895622253418
2010-10-07,41.52678680419922
2010-10-08,41.30690002441406
2010-10-11,41.16240692138672
2010-10-12,41.514244079589844
2010-10-13,41.71527099609375
2010-10-14,41.86603546142578
2010-10-15,41.89115524291992
2010-10-18,41.7780876159668
2010-10-19,41.09331512451172
2010-10-20,40.816890716552734
2010-10-21,40.94881820678711
2010-10-22,40.84201431274414
2010-10-25,40.86714553833008
2010-10-26,40.70380783081055
2010-10-27,40.37710952758789
2010-10-28,40.84201431274414
2010-10-29,41.024208068847656
2010-11-01,41.181270599365234
2010-11-02,41.338314056396484
2010-11-03,40.96138381958008
2010-11-04,41.05561065673828
2010-11-05,40.885990142822266
2010-11-08,40.90483856201172
2010-11-09,41.024208068847656
2010-11-10,40.992794036865234
2010-11-11,40.77290725708008
2010-11-12,40.60956954956055
2010-11-15,40.47134017944336
2010-11-16,40.232608795166016
2010-11-17,40.16978454589844
2010-11-18,40.691226959228516
2010-11-19,40.65353775024414
2010-11-22,40.647239685058594
2010-11-23,40.13837432861328
2010-11-24,40.41480255126953
2010-11-26,40.144657135009766
2010-11-29,40.213775634765625
2010-11-30,40.603275299072266
2010-12-01,41.54001998901367
2010-12-02,41.26787567138672
2010-12-03,41.248878479003906
2010-12-06,40.97038269042969
2010-12-07,40.938751220703125
2010-12-08,40.907073974609375
2010-12-09,40.964046478271484
2010-12-10,41.0779914855957
2010-12-13,41.47674560546875
2010-12-14,41.51472091674805
2010-12-15,41.293190002441406
2010-12-16,41.615970611572266
2010-12-17,41.7552375793457
2010-12-20,41.970428466796875
2010-12-21,41.39445495605469
2010-12-22,41.571678161621094
2010-12-23,41.57801818847656
2010-12-27,41.40711975097656
2010-12-28,41.31849670410156
2010-12-29,41.35013961791992
2010-12-30,41.217247009277344
2010-12-31,41.35013961791992
2011-01-03,41.615970611572266
2011-01-04,41.40079879760742
2011-01-05,42.147666931152344
2011-01-06,42.30590057373047
2011-01-07,42.02106475830078
2011-01-10,41.805877685546875
2011-01-11,41.983089447021484
2011-01-12,42.236270904541016
2011-01-13,42.35019302368164
2011-01-14,42.26791763305664
2011-01-18,42.13500213623047
2011-01-19,41.7109260559082
2011-01-20,41.7109260559082
2011-01-21,41.69194030761719
2011-01-24,41.88814926147461
2011-01-25,41.6286506652832
2011-01-26,41.685611724853516
2011-01-27,41.49573516845703
2011-01-28,40.761512756347656
2011-01-31,40.704566955566406
2011-02-01,41.172935485839844
