feature,importance_mean,importance_std
abs_zscore,0.0928333333333334,0.055490489675659234
delta_zscore,0.07650000000000008,0.11231639338147494
spread_volatility,0.07416666666666674,0.07857674945908334
abs_delta_beta,0.02416666666666669,0.08964668302719168
adf_pvalue,-0.09899999999999995,0.05605651909754417
