feature,importance_mean,importance_std
adf_pvalue,0.056905594405594395,0.05339249281419517
abs_zscore,-0.05856643356643361,0.04319632552659382
abs_delta_beta,-0.07923951048951053,0.04695713967313139
spread_volatility,-0.12478146853146854,0.05192254346809858
delta_zscore,-0.15716783216783223,0.05709561101780252
