date,pair,spread_model,ml_model,feature_set,n_features,z_score,label,prediction_probability,threshold,ML_signal
2017-09-21,KO-PEP,OLS,tree,full,10,2.349779504745495,0.0,0.4709222635598206,0.49999999999999994,0
2017-09-22,KO-PEP,OLS,tree,full,10,2.8175066748915008,0.0,0.4709222635598206,0.49999999999999994,0
2017-09-25,KO-PEP,OLS,tree,full,10,2.9795565622384657,0.0,0.4709222635598206,0.49999999999999994,0
2017-09-26,KO-PEP,OLS,tree,full,10,2.824531278897277,0.0,0.4709222635598206,0.49999999999999994,0
2017-09-28,KO-PEP,OLS,tree,full,10,2.0129071806885026,0.0,0.4709222635598206,0.49999999999999994,0
2017-09-29,KO-PEP,OLS,tree,full,10,2.1893955931322835,0.0,0.4709222635598206,0.49999999999999994,0
2017-10-02,KO-PEP,OLS,tree,full,10,2.801378711743895,0.0,0.08500899133562208,0.49999999999999994,0
2017-10-03,KO-PEP,OLS,tree,full,10,3.202343633122367,0.0,0.08500899133562208,0.49999999999999994,0
2017-10-04,KO-PEP,OLS,tree,full,10,3.403646627503734,0.0,0.08500899133562208,0.49999999999999994,0
2017-10-05,KO-PEP,OLS,tree,full,10,2.929817779836242,0.0,0.3736671302735285,0.49999999999999994,0
2017-10-06,KO-PEP,OLS,tree,full,10,2.8541356029036513,0.0,0.3736671302735285,0.49999999999999994,0
2017-10-09,KO-PEP,OLS,tree,full,10,2.849279318085461,0.0,0.3736671302735285,0.49999999999999994,0
2017-10-10,KO-PEP,OLS,tree,full,10,3.012633929918245,0.0,0.08500899133562208,0.49999999999999994,0
2017-10-11,KO-PEP,OLS,tree,full,10,2.9372994306160414,0.0,0.3736671302735285,0.49999999999999994,0
2017-10-12,KO-PEP,OLS,tree,full,10,2.5739977686342375,0.0,0.4709222635598206,0.49999999999999994,0
2017-10-13,KO-PEP,OLS,tree,full,10,2.544638948211927,0.0,0.3736671302735285,0.49999999999999994,0
2017-10-16,KO-PEP,OLS,tree,full,10,2.6302931003935446,0.0,0.08500899133562208,0.49999999999999994,0
2017-10-17,KO-PEP,OLS,tree,full,10,2.926180993743988,0.0,0.08500899133562208,0.49999999999999994,0
2017-10-18,KO-PEP,OLS,tree,full,10,2.8280041026435945,0.0,0.3736671302735285,0.49999999999999994,0
2017-10-19,KO-PEP,OLS,tree,full,10,2.7285281361251905,0.0,0.3736671302735285,0.49999999999999994,0
2017-10-20,KO-PEP,OLS,tree,full,10,2.806977488767522,0.0,0.08500899133562208,0.49999999999999994,0
2017-10-23,KO-PEP,OLS,tree,full,10,2.673322784921482,1.0,0.4709222635598206,0.49999999999999994,0
2017-10-24,KO-PEP,OLS,tree,full,10,2.780512498638201,1.0,0.4709222635598206,0.49999999999999994,0
2017-10-25,KO-PEP,OLS,tree,full,10,2.8133718241989696,1.0,0.4709222635598206,0.49999999999999994,0
2017-10-26,KO-PEP,OLS,tree,full,10,2.724554545710964,1.0,0.4709222635598206,0.49999999999999994,0
2017-10-27,KO-PEP,OLS,tree,full,10,2.5727050592897633,1.0,0.3736671302735285,0.49999999999999994,0
2017-10-30,KO-PEP,OLS,tree,full,10,2.619144200289598,1.0,0.3736671302735285,0.49999999999999994,0
2017-10-31,KO-PEP,OLS,tree,full,10,2.511651387223194,1.0,0.3736671302735285,0.49999999999999994,0
2017-11-01,KO-PEP,OLS,tree,full,10,2.346860658597036,1.0,0.3736671302735285,0.49999999999999994,0
2017-11-02,KO-PEP,OLS,tree,full,10,2.400264170908747,1.0,0.4709222635598206,0.49999999999999994,0
2017-11-03,KO-PEP,OLS,tree,full,10,2.3907741196905548,1.0,0.3736671302735285,0.49999999999999994,0
2017-11-06,KO-PEP,OLS,tree,full,10,2.20502326146131,1.0,0.3736671302735285,0.49999999999999994,0
2017-11-07,KO-PEP,OLS,tree,full,10,2.2313233556218095,1.0,0.3736671302735285,0.49999999999999994,0
2017-11-09,KO-PEP,OLS,tree,full,10,2.1406539357470065,1.0,0.08500899133562208,0.49999999999999994,0
2017-11-10,KO-PEP,OLS,tree,full,10,2.0286946898305036,1.0,0.3736671302735285,0.49999999999999994,0
2018-04-19,KO-PEP,OLS,tree,full,10,2.1990874131125966,0.0,0.7035763914283626,0.49999999999999994,1
2018-04-20,KO-PEP,OLS,tree,full,10,2.644397297003265,1.0,0.7035763914283626,0.49999999999999994,1
2018-04-23,KO-PEP,OLS,tree,full,10,2.8166378598781647,1.0,0.7035763914283626,0.49999999999999994,1
2018-04-24,KO-PEP,OLS,tree,full,10,2.2567612066993528,0.0,0.4709222635598206,0.49999999999999994,0
2018-04-27,KO-PEP,OLS,tree,full,10,2.3772023855965463,0.0,0.4709222635598206,0.49999999999999994,0
2018-04-30,KO-PEP,OLS,tree,full,10,2.513032246625555,0.0,0.4709222635598206,0.49999999999999994,0
2018-05-01,KO-PEP,OLS,tree,full,10,2.4804757393596977,1.0,0.4709222635598206,0.49999999999999994,0
2018-05-02,KO-PEP,OLS,tree,full,10,2.5697616170790822,1.0,0.7035763914283626,0.49999999999999994,1
2018-05-03,KO-PEP,OLS,tree,full,10,2.2310418670000667,0.0,0.7035763914283626,0.49999999999999994,1
2018-05-04,KO-PEP,OLS,tree,full,10,2.2003461944749856,0.0,0.4709222635598206,0.49999999999999994,0
2018-05-07,KO-PEP,OLS,tree,full,10,2.2124102115078284,1.0,0.4709222635598206,0.49999999999999994,0
2018-05-08,KO-PEP,OLS,tree,full,10,2.347936364700996,1.0,0.4709222635598206,0.49999999999999994,0
2018-05-09,KO-PEP,OLS,tree,full,10,2.5015151147680235,1.0,0.4709222635598206,0.49999999999999994,0
2018-05-10,KO-PEP,OLS,tree,full,10,2.4833142960384906,1.0,0.6830870279146138,0.49999999999999994,1
2018-05-11,KO-PEP,OLS,tree,full,10,2.356459274340353,1.0,0.3736671302735285,0.49999999999999994,0
2018-05-14,KO-PEP,OLS,tree,full,10,2.3220356560610362,1.0,0.3736671302735285,0.49999999999999994,0
2018-05-15,KO-PEP,OLS,tree,full,10,2.1001199599104368,1.0,0.3736671302735285,0.49999999999999994,0
2018-05-17,KO-PEP,OLS,tree,full,10,2.2495234177780827,1.0,0.38174052322477303,0.49999999999999994,0
2018-05-18,KO-PEP,OLS,tree,full,10,2.241595604311178,0.0,0.3736671302735285,0.49999999999999994,0
2018-06-04,KO-PEP,OLS,tree,full,10,2.1734164688019733,1.0,0.38174052322477303,0.49999999999999994,0
2018-10-02,KO-PEP,OLS,tree,full,10,2.461348574351847,1.0,0.7035763914283626,0.49999999999999994,1
2018-10-03,KO-PEP,OLS,tree,full,10,2.205148632568861,1.0,0.7035763914283626,0.49999999999999994,1
2018-10-04,KO-PEP,OLS,tree,full,10,2.451751330337836,1.0,0.7035763914283626,0.49999999999999994,1
2018-10-05,KO-PEP,OLS,tree,full,10,2.4862593837221127,1.0,0.7035763914283626,0.49999999999999994,1
2018-10-08,KO-PEP,OLS,tree,full,10,2.4672678298733333,1.0,0.7035763914283626,0.49999999999999994,1
2018-10-09,KO-PEP,OLS,tree,full,10,2.37210441457156,1.0,0.4709222635598206,0.49999999999999994,0
2018-10-31,KO-PEP,OLS,tree,full,10,2.2165688016827243,0.0,0.38174052322477303,0.49999999999999994,0
2018-11-01,KO-PEP,OLS,tree,full,10,2.319254240136044,0.0,0.08500899133562208,0.49999999999999994,0
2018-11-02,KO-PEP,OLS,tree,full,10,2.5933268604282826,1.0,0.08500899133562208,0.49999999999999994,0
2018-11-05,KO-PEP,OLS,tree,full,10,2.2360265656087326,0.0,0.6830870279146138,0.49999999999999994,1
2018-11-06,KO-PEP,OLS,tree,full,10,2.3213891184426454,0.0,0.08500899133562208,0.49999999999999994,0
2018-11-07,KO-PEP,OLS,tree,full,10,2.386691193223874,1.0,0.4709222635598206,0.49999999999999994,0
2018-11-08,KO-PEP,OLS,tree,full,10,2.2118484574581,1.0,0.4709222635598206,0.49999999999999994,0
2018-11-09,KO-PEP,OLS,tree,full,10,2.0900289341209985,1.0,0.4709222635598206,0.49999999999999994,0
2018-11-12,KO-PEP,OLS,tree,full,10,2.332319546149739,1.0,0.4709222635598206,0.49999999999999994,0
2018-11-13,KO-PEP,OLS,tree,full,10,2.2531706434944314,1.0,0.4709222635598206,0.49999999999999994,0
2018-11-14,KO-PEP,OLS,tree,full,10,2.270920381962902,1.0,0.4709222635598206,0.49999999999999994,0
2018-11-15,KO-PEP,OLS,tree,full,10,2.19160881017054,1.0,0.4709222635598206,0.49999999999999994,0
2018-11-16,KO-PEP,OLS,tree,full,10,2.0978974673824586,1.0,0.4709222635598206,0.49999999999999994,0
2018-11-19,KO-PEP,OLS,tree,full,10,2.1521694688622186,1.0,0.4709222635598206,0.49999999999999994,0
2018-11-20,KO-PEP,OLS,tree,full,10,2.0451522578367927,1.0,0.4709222635598206,0.49999999999999994,0
2018-12-14,KO-PEP,OLS,tree,full,10,2.251651664733076,1.0,0.38174052322477303,0.49999999999999994,0
2018-12-18,KO-PEP,OLS,tree,full,10,2.008265835059861,1.0,0.38174052322477303,0.49999999999999994,0
2018-12-19,KO-PEP,OLS,tree,full,10,2.11931094357676,1.0,0.08500899133562208,0.49999999999999994,0
2019-01-14,KO-PEP,OLS,tree,full,10,2.0007355393431663,1.0,0.6830870279146138,0.49999999999999994,1
2019-04-17,KO-PEP,OLS,tree,full,10,-2.0328128121369535,1.0,0.3736671302735285,0.49999999999999994,0
2020-03-18,KO-PEP,OLS,tree,full,10,-2.1810387262397337,0.0,0.7035763914283626,0.49999999999999994,1
2020-03-19,KO-PEP,OLS,tree,full,10,-3.447952260174178,1.0,0.7035763914283626,0.49999999999999994,1
2020-03-20,KO-PEP,OLS,tree,full,10,-3.150690696995532,0.0,0.7035763914283626,0.49999999999999994,1
2020-03-23,KO-PEP,OLS,tree,full,10,-3.8864600748616964,1.0,0.7035763914283626,0.49999999999999994,1
2020-03-24,KO-PEP,OLS,tree,full,10,-4.148718854477085,1.0,0.7035763914283626,0.49999999999999994,1
2020-03-25,KO-PEP,OLS,tree,full,10,-2.412565281154088,1.0,0.7035763914283626,0.49999999999999994,1
2020-03-26,KO-PEP,OLS,tree,full,10,-2.149500860525433,1.0,0.7035763914283626,0.49999999999999994,1
2020-03-27,KO-PEP,OLS,tree,full,10,-3.028766577600013,1.0,0.7035763914283626,0.49999999999999994,1
2020-03-30,KO-PEP,OLS,tree,full,10,-2.5429818136001736,1.0,0.7035763914283626,0.49999999999999994,1
2020-03-31,KO-PEP,OLS,tree,full,10,-2.0689120925252795,0.0,0.7035763914283626,0.49999999999999994,1
2020-04-01,KO-PEP,OLS,tree,full,10,-2.9434177849095753,1.0,0.7035763914283626,0.49999999999999994,1
2020-04-02,KO-PEP,OLS,tree,full,10,-2.7791580373633007,1.0,0.7035763914283626,0.49999999999999994,1
2020-04-03,KO-PEP,OLS,tree,full,10,-2.920720887444605,0.0,0.7035763914283626,0.49999999999999994,1
2020-04-06,KO-PEP,OLS,tree,full,10,-2.35467775770853,0.0,0.7035763914283626,0.49999999999999994,1
2020-04-07,KO-PEP,OLS,tree,full,10,-2.315599568959034,0.0,0.7035763914283626,0.49999999999999994,1
2020-04-13,KO-PEP,OLS,tree,full,10,-2.1250700694036984,0.0,0.3736671302735285,0.49999999999999994,0
2020-04-14,KO-PEP,OLS,tree,full,10,-2.17132156114903,0.0,0.3736671302735285,0.49999999999999994,0
2020-04-15,KO-PEP,OLS,tree,full,10,-2.325748590129752,0.0,0.3736671302735285,0.49999999999999994,0
2020-04-16,KO-PEP,OLS,tree,full,10,-2.629110981246165,0.0,0.3736671302735285,0.49999999999999994,0
2020-04-17,KO-PEP,OLS,tree,full,10,-2.3897876226252546,0.0,0.38174052322477303,0.49999999999999994,0
2020-04-20,KO-PEP,OLS,tree,full,10,-2.7012378419564764,0.0,0.3736671302735285,0.49999999999999994,0
2020-04-21,KO-PEP,OLS,tree,full,10,-2.7441896162692796,0.0,0.3736671302735285,0.49999999999999994,0
2020-04-22,KO-PEP,OLS,tree,full,10,-2.7856081838426543,0.0,0.3736671302735285,0.49999999999999994,0
2020-04-23,KO-PEP,OLS,tree,full,10,-2.725340630644404,0.0,0.38174052322477303,0.49999999999999994,0
2020-04-24,KO-PEP,OLS,tree,full,10,-3.040642295615865,1.0,0.3736671302735285,0.49999999999999994,0
2020-04-27,KO-PEP,OLS,tree,full,10,-2.3845184088439306,0.0,0.38174052322477303,0.49999999999999994,0
2020-04-28,KO-PEP,OLS,tree,full,10,-2.5997918704158205,0.0,0.3736671302735285,0.49999999999999994,0
2020-04-29,KO-PEP,OLS,tree,full,10,-2.039159876188951,0.0,0.38174052322477303,0.49999999999999994,0
2020-04-30,KO-PEP,OLS,tree,full,10,-2.4273957908235535,0.0,0.3736671302735285,0.49999999999999994,0
2020-05-01,KO-PEP,OLS,tree,full,10,-2.2618711917008003,0.0,0.38174052322477303,0.49999999999999994,0
2020-05-04,KO-PEP,OLS,tree,full,10,-2.533763330119525,0.0,0.3736671302735285,0.49999999999999994,0
2020-05-05,KO-PEP,OLS,tree,full,10,-2.4744590500141714,0.0,0.38174052322477303,0.49999999999999994,0
2020-05-06,KO-PEP,OLS,tree,full,10,-2.618046852072295,1.0,0.3736671302735285,0.49999999999999994,0
2020-05-07,KO-PEP,OLS,tree,full,10,-2.734450040668924,1.0,0.3736671302735285,0.49999999999999994,0
2020-05-08,KO-PEP,OLS,tree,full,10,-2.362750909606799,0.0,0.38174052322477303,0.49999999999999994,0
2020-05-11,KO-PEP,OLS,tree,full,10,-2.5884176390444638,1.0,0.3736671302735285,0.49999999999999994,0
2020-05-12,KO-PEP,OLS,tree,full,10,-2.6905265208868654,1.0,0.3736671302735285,0.49999999999999994,0
2020-05-13,KO-PEP,OLS,tree,full,10,-3.0173528650072163,1.0,0.3736671302735285,0.49999999999999994,0
2020-05-14,KO-PEP,OLS,tree,full,10,-3.0697973415197093,1.0,0.3736671302735285,0.49999999999999994,0
2020-05-15,KO-PEP,OLS,tree,full,10,-3.489133857773935,1.0,0.3736671302735285,0.49999999999999994,0
2020-05-18,KO-PEP,OLS,tree,full,10,-2.680776643089266,1.0,0.38174052322477303,0.49999999999999994,0
2020-05-19,KO-PEP,OLS,tree,full,10,-2.4167020176799787,1.0,0.38174052322477303,0.49999999999999994,0
2020-05-22,KO-PEP,OLS,tree,full,10,-2.035263791005739,1.0,0.3736671302735285,0.49999999999999994,0
2020-06-26,KO-PEP,OLS,tree,full,10,-2.066854549660415,1.0,0.7035763914283626,0.49999999999999994,1
2020-07-09,KO-PEP,OLS,tree,full,10,-2.110209290851511,1.0,0.7035763914283626,0.49999999999999994,1
2021-10-19,KO-PEP,OLS,tree,full,10,-2.117427064361546,1.0,0.3736671302735285,0.49999999999999994,0
2021-10-26,KO-PEP,OLS,tree,full,10,-2.029530316889093,1.0,0.7035763914283626,0.49999999999999994,1
2021-11-19,KO-PEP,OLS,tree,full,10,-2.002646757272294,0.0,0.3736671302735285,0.49999999999999994,0
2021-11-26,KO-PEP,OLS,tree,full,10,-2.396192767434556,1.0,0.7035763914283626,0.49999999999999994,1
2021-11-29,KO-PEP,OLS,tree,full,10,-2.32102993840101,1.0,0.7035763914283626,0.49999999999999994,1
2021-11-30,KO-PEP,OLS,tree,full,10,-2.6809478722826565,1.0,0.7035763914283626,0.49999999999999994,1
2021-12-01,KO-PEP,OLS,tree,full,10,-2.8090277477324506,1.0,0.7035763914283626,0.49999999999999994,1
2021-12-02,KO-PEP,OLS,tree,full,10,-2.5102061549812413,1.0,0.7035763914283626,0.49999999999999994,1
2021-12-03,KO-PEP,OLS,tree,full,10,-2.8642491829643086,1.0,0.7035763914283626,0.49999999999999994,1
2021-12-06,KO-PEP,OLS,tree,full,10,-2.2155796043793248,1.0,0.7035763914283626,0.49999999999999994,1
2021-12-08,KO-PEP,OLS,tree,full,10,-2.1208306593954256,1.0,0.7035763914283626,0.49999999999999994,1
2021-12-09,KO-PEP,OLS,tree,full,10,-2.145722277192301,1.0,0.7035763914283626,0.49999999999999994,1
2022-02-17,KO-PEP,OLS,tree,full,10,2.033677983249562,0.0,0.38174052322477303,0.49999999999999994,0
2022-02-18,KO-PEP,OLS,tree,full,10,2.0913805089646487,1.0,0.7035763914283626,0.49999999999999994,1
2022-02-25,KO-PEP,OLS,tree,full,10,2.105928009824607,1.0,0.4709222635598206,0.49999999999999994,0
2022-02-28,KO-PEP,OLS,tree,full,10,2.5203614512588715,1.0,0.4709222635598206,0.49999999999999994,0
2022-03-01,KO-PEP,OLS,tree,full,10,2.5832656118583364,1.0,0.4709222635598206,0.49999999999999994,0
2022-03-02,KO-PEP,OLS,tree,full,10,2.423836576611732,1.0,0.7035763914283626,0.49999999999999994,1
2022-03-03,KO-PEP,OLS,tree,full,10,2.4474372596580376,1.0,0.7035763914283626,0.49999999999999994,1
2022-03-04,KO-PEP,OLS,tree,full,10,2.0662753141714845,1.0,0.4709222635598206,0.49999999999999994,0
2022-04-14,KO-PEP,OLS,tree,full,10,2.221374459112703,1.0,0.08500899133562208,0.49999999999999994,0
2022-04-18,KO-PEP,OLS,tree,full,10,2.131722008375155,1.0,0.6830870279146138,0.49999999999999994,1
2022-04-19,KO-PEP,OLS,tree,full,10,2.056019071863524,1.0,0.7035763914283626,0.49999999999999994,1
2022-04-20,KO-PEP,OLS,tree,full,10,2.0874108353590324,1.0,0.4709222635598206,0.49999999999999994,0
2022-04-21,KO-PEP,OLS,tree,full,10,2.2553624829015835,1.0,0.4709222635598206,0.49999999999999994,0
2022-04-22,KO-PEP,OLS,tree,full,10,2.161539330432217,0.0,0.4709222635598206,0.49999999999999994,0
2022-04-25,KO-PEP,OLS,tree,full,10,2.2275307693042317,1.0,0.4709222635598206,0.49999999999999994,0
2022-10-12,KO-PEP,OLS,tree,full,10,-2.081140652957521,1.0,0.7035763914283626,0.49999999999999994,1
2022-10-13,KO-PEP,OLS,tree,full,10,-2.3112409264561897,1.0,0.7035763914283626,0.49999999999999994,1
2022-10-14,KO-PEP,OLS,tree,full,10,-2.1966462614344495,1.0,0.7035763914283626,0.49999999999999994,1
2022-10-17,KO-PEP,OLS,tree,full,10,-2.1571116978964215,1.0,0.7035763914283626,0.49999999999999994,1
2022-10-18,KO-PEP,OLS,tree,full,10,-2.082116912089422,1.0,0.7035763914283626,0.49999999999999994,1
2022-10-19,KO-PEP,OLS,tree,full,10,-2.08820707752953,1.0,0.7035763914283626,0.49999999999999994,1
2022-10-20,KO-PEP,OLS,tree,full,10,-2.2332007336088076,1.0,0.7035763914283626,0.49999999999999994,1
2022-10-21,KO-PEP,OLS,tree,full,10,-2.035826545539255,1.0,0.7035763914283626,0.49999999999999994,1
2024-01-08,KO-PEP,OLS,tree,full,10,2.0790966008394927,0.0,0.38174052322477303,0.49999999999999994,0
2024-01-09,KO-PEP,OLS,tree,full,10,2.398550077680062,1.0,0.08500899133562208,0.49999999999999994,0
2024-01-10,KO-PEP,OLS,tree,full,10,2.582315085785615,1.0,0.7035763914283626,0.49999999999999994,1
2024-01-11,KO-PEP,OLS,tree,full,10,2.4333448758514433,1.0,0.7035763914283626,0.49999999999999994,1
2024-01-12,KO-PEP,OLS,tree,full,10,2.5942011034813035,1.0,0.4709222635598206,0.49999999999999994,0
2024-01-16,KO-PEP,OLS,tree,full,10,2.501011741423091,1.0,0.4709222635598206,0.49999999999999994,0
2024-01-17,KO-PEP,OLS,tree,full,10,2.4149358105834033,1.0,0.4709222635598206,0.49999999999999994,0
2024-01-18,KO-PEP,OLS,tree,full,10,2.363484467141025,1.0,0.4709222635598206,0.49999999999999994,0
2024-01-19,KO-PEP,OLS,tree,full,10,2.3891410067511645,1.0,0.4709222635598206,0.49999999999999994,0
2024-01-22,KO-PEP,OLS,tree,full,10,2.3121274986688705,1.0,0.4709222635598206,0.49999999999999994,0
2024-02-20,KO-PEP,OLS,tree,full,10,2.259049062485643,0.0,0.08500899133562208,0.49999999999999994,0
2024-02-21,KO-PEP,OLS,tree,full,10,2.5456280803721145,1.0,0.08500899133562208,0.49999999999999994,0
2024-02-22,KO-PEP,OLS,tree,full,10,2.553626385977822,1.0,0.3736671302735285,0.49999999999999994,0
2024-02-23,KO-PEP,OLS,tree,full,10,2.2962681153637092,1.0,0.3736671302735285,0.49999999999999994,0
2024-02-26,KO-PEP,OLS,tree,full,10,2.1969305950877773,0.0,0.3736671302735285,0.49999999999999994,0
2024-02-28,KO-PEP,OLS,tree,full,10,2.1703698112492718,0.0,0.08500899133562208,0.49999999999999994,0
2024-03-05,KO-PEP,OLS,tree,full,10,2.2014149040763487,1.0,0.38174052322477303,0.49999999999999994,0
2024-03-06,KO-PEP,OLS,tree,full,10,2.019603611805252,1.0,0.3736671302735285,0.49999999999999994,0
2024-03-11,KO-PEP,OLS,tree,full,10,2.068027529427477,1.0,0.4709222635598206,0.49999999999999994,0
2024-03-12,KO-PEP,OLS,tree,full,10,2.2271476740994927,1.0,0.4709222635598206,0.49999999999999994,0
2024-03-13,KO-PEP,OLS,tree,full,10,2.424534478215974,1.0,0.08500899133562208,0.49999999999999994,0
2024-03-14,KO-PEP,OLS,tree,full,10,2.396745166436032,1.0,0.3736671302735285,0.49999999999999994,0
2024-03-15,KO-PEP,OLS,tree,full,10,2.0297731072803034,1.0,0.3736671302735285,0.49999999999999994,0
2024-06-03,KO-PEP,OLS,tree,full,10,2.1714174687002497,0.0,0.7035763914283626,0.49999999999999994,1
2024-06-04,KO-PEP,OLS,tree,full,10,2.2578970706174335,0.0,0.7035763914283626,0.49999999999999994,1
2024-06-05,KO-PEP,OLS,tree,full,10,2.2730026905396556,0.0,0.7035763914283626,0.49999999999999994,1
2024-06-06,KO-PEP,OLS,tree,full,10,2.3916614394393942,0.0,0.4709222635598206,0.49999999999999994,0
2024-06-07,KO-PEP,OLS,tree,full,10,2.3559719480830372,0.0,0.4709222635598206,0.49999999999999994,0
2024-06-10,KO-PEP,OLS,tree,full,10,2.893160172917751,0.0,0.4709222635598206,0.49999999999999994,0
2024-06-11,KO-PEP,OLS,tree,full,10,2.935722612969567,0.0,0.4709222635598206,0.49999999999999994,0
2024-06-12,KO-PEP,OLS,tree,full,10,2.7443152714017387,0.0,0.4709222635598206,0.49999999999999994,0
2024-06-13,KO-PEP,OLS,tree,full,10,2.8151600833329455,0.0,0.4709222635598206,0.49999999999999994,0
2024-06-14,KO-PEP,OLS,tree,full,10,2.716900337527958,0.0,0.4709222635598206,0.49999999999999994,0
2024-06-17,KO-PEP,OLS,tree,full,10,2.3875485855628886,0.0,0.4709222635598206,0.49999999999999994,0
2024-06-18,KO-PEP,OLS,tree,full,10,2.3115959960172376,0.0,0.4709222635598206,0.49999999999999994,0
2024-06-20,KO-PEP,OLS,tree,full,10,2.0550765638452493,0.0,0.4709222635598206,0.49999999999999994,0
2024-06-21,KO-PEP,OLS,tree,full,10,2.20833379523538,0.0,0.4709222635598206,0.49999999999999994,0
2024-06-24,KO-PEP,OLS,tree,full,10,2.5856970066923646,0.0,0.4709222635598206,0.49999999999999994,0
2024-06-25,KO-PEP,OLS,tree,full,10,2.580080828875528,0.0,0.4709222635598206,0.49999999999999994,0
2024-06-26,KO-PEP,OLS,tree,full,10,2.70022722504382,1.0,0.4709222635598206,0.49999999999999994,0
2024-06-27,KO-PEP,OLS,tree,full,10,2.6545487682072157,1.0,0.4709222635598206,0.49999999999999994,0
2024-06-28,KO-PEP,OLS,tree,full,10,2.668533856016666,0.0,0.4709222635598206,0.49999999999999994,0
2024-07-01,KO-PEP,OLS,tree,full,10,2.7254357729394862,0.0,0.4709222635598206,0.49999999999999994,0
2024-07-02,KO-PEP,OLS,tree,full,10,2.5431572107853166,0.0,0.4709222635598206,0.49999999999999994,0
2024-07-03,KO-PEP,OLS,tree,full,10,2.6938442402762233,1.0,0.4709222635598206,0.49999999999999994,0
2024-07-05,KO-PEP,OLS,tree,full,10,2.6008830491082455,0.0,0.4709222635598206,0.49999999999999994,0
2024-07-08,KO-PEP,OLS,tree,full,10,2.520127096377003,0.0,0.4709222635598206,0.49999999999999994,0
2024-07-09,KO-PEP,OLS,tree,full,10,2.40500459488593,0.0,0.6830870279146138,0.49999999999999994,1
2024-07-10,KO-PEP,OLS,tree,full,10,2.227416005059208,0.0,0.4709222635598206,0.49999999999999994,0
2024-07-11,KO-PEP,OLS,tree,full,10,2.2623523235175833,0.0,0.4709222635598206,0.49999999999999994,0
2024-07-12,KO-PEP,OLS,tree,full,10,2.1822440981981672,0.0,0.4709222635598206,0.49999999999999994,0
2024-07-15,KO-PEP,OLS,tree,full,10,2.3329951692774884,0.0,0.4709222635598206,0.49999999999999994,0
2024-07-16,KO-PEP,OLS,tree,full,10,2.516740987064004,0.0,0.4709222635598206,0.49999999999999994,0
2024-07-17,KO-PEP,OLS,tree,full,10,2.252118629186272,0.0,0.4709222635598206,0.49999999999999994,0
2024-07-18,KO-PEP,OLS,tree,full,10,2.1638496232160387,0.0,0.4709222635598206,0.49999999999999994,0
2024-07-19,KO-PEP,OLS,tree,full,10,2.2795266023320297,0.0,0.08500899133562208,0.49999999999999994,0
2024-07-22,KO-PEP,OLS,tree,full,10,2.248070976910181,0.0,0.6830870279146138,0.49999999999999994,1
2024-07-23,KO-PEP,OLS,tree,full,10,2.430619144956648,0.0,0.08500899133562208,0.49999999999999994,0
2024-07-24,KO-PEP,OLS,tree,full,10,2.483587354980318,0.0,0.08500899133562208,0.49999999999999994,0
2024-07-25,KO-PEP,OLS,tree,full,10,2.2382392223669525,0.0,0.6830870279146138,0.49999999999999994,1
2024-07-26,KO-PEP,OLS,tree,full,10,2.3564830724206947,0.0,0.08500899133562208,0.49999999999999994,0
2024-07-29,KO-PEP,OLS,tree,full,10,2.205092474933176,0.0,0.6830870279146138,0.49999999999999994,1
2024-07-30,KO-PEP,OLS,tree,full,10,2.4503233127396458,0.0,0.08500899133562208,0.49999999999999994,0
2024-07-31,KO-PEP,OLS,tree,full,10,2.1650510824459843,0.0,0.6830870279146138,0.49999999999999994,1
2024-08-01,KO-PEP,OLS,tree,full,10,2.2987812166695667,0.0,0.08500899133562208,0.49999999999999994,0
2024-08-02,KO-PEP,OLS,tree,full,10,2.3944599892866543,0.0,0.08500899133562208,0.49999999999999994,0
2024-08-05,KO-PEP,OLS,tree,full,10,2.3624897068958703,0.0,0.6830870279146138,0.49999999999999994,1
2024-08-06,KO-PEP,OLS,tree,full,10,2.459887688251586,0.0,0.08500899133562208,0.49999999999999994,0
2024-08-07,KO-PEP,OLS,tree,full,10,2.6118126138583784,0.0,0.08500899133562208,0.49999999999999994,0
2024-08-08,KO-PEP,OLS,tree,full,10,2.5950563426923003,1.0,0.6830870279146138,0.49999999999999994,1
2024-08-09,KO-PEP,OLS,tree,full,10,2.536215258484537,0.0,0.4709222635598206,0.49999999999999994,0
2024-08-12,KO-PEP,OLS,tree,full,10,2.4367990396938843,0.0,0.4709222635598206,0.49999999999999994,0
2024-08-13,KO-PEP,OLS,tree,full,10,2.397222044409105,0.0,0.4709222635598206,0.49999999999999994,0
2024-08-14,KO-PEP,OLS,tree,full,10,2.2762088093586725,0.0,0.4709222635598206,0.49999999999999994,0
2024-08-15,KO-PEP,OLS,tree,full,10,2.369765645757928,0.0,0.4709222635598206,0.49999999999999994,0
2024-08-16,KO-PEP,OLS,tree,full,10,2.473108140511447,0.0,0.4709222635598206,0.49999999999999994,0
2024-08-19,KO-PEP,OLS,tree,full,10,2.2760836734275527,0.0,0.4709222635598206,0.49999999999999994,0
2024-08-20,KO-PEP,OLS,tree,full,10,2.179167164222712,0.0,0.4709222635598206,0.49999999999999994,0
2024-08-21,KO-PEP,OLS,tree,full,10,2.2540323997419383,0.0,0.4709222635598206,0.49999999999999994,0
2024-08-22,KO-PEP,OLS,tree,full,10,2.114483180049158,0.0,0.4709222635598206,0.49999999999999994,0
